"person","perOcc","perBcity","perBcountry","perDcity","perDcountry","perBdate","perDdate"
"http://dbpedia.org/resource/Zofia_Stryjeńska","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Kraków","http://dbpedia.org/resource/Poland","http://dbpedia.org/resource/Geneva","http://dbpedia.org/resource/Switzerland",1891-05-13,"1976-2-28"
"http://dbpedia.org/resource/Vali_Myers","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Sydney","http://dbpedia.org/resource/Australia","http://dbpedia.org/resource/Melbourne","http://dbpedia.org/resource/Australia",1930-08-02,2003-02-12
"http://dbpedia.org/resource/Marie-Victoire_Lemoine","http://dbpedia.org/class/yago/WikicatFrenchPainters","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France","1754-1-1","1820-12-2"
"http://dbpedia.org/resource/Sybil_Gibson","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Alabama","http://dbpedia.org/resource/United_States","http://dbpedia.org/resource/Florida","http://dbpedia.org/resource/United_States",1908-02-18,1995-01-02
"http://dbpedia.org/resource/Olga_Boznańska","http://dbpedia.org/class/yago/WikicatImpressionistPainters","http://dbpedia.org/resource/Kraków","http://dbpedia.org/resource/Poland","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France",1865-04-15,1940-10-26
"http://dbpedia.org/resource/Onorata_Rodiani","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Castelleone","http://dbpedia.org/resource/Italy","http://dbpedia.org/resource/Castelleone","http://dbpedia.org/resource/Italy","1403-1-1","1453-1-1"
"http://dbpedia.org/resource/Marie_Bracquemond","http://dbpedia.org/class/yago/WikicatFrenchImpressionistPainters","http://dbpedia.org/resource/Morlaix","http://dbpedia.org/resource/France","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France",1840-12-01,1916-01-17
"http://dbpedia.org/resource/Jessica_Dismorr","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Gravesend","http://dbpedia.org/resource/Kent","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom","1885-3-3","1939-8-29"
"http://dbpedia.org/resource/Cornelia_Scheffer","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Dordrecht","http://dbpedia.org/resource/Netherlands","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France","1769-1-1","1839-1-1"
"http://dbpedia.org/resource/Hema_Upadhyay","http://dbpedia.org/class/yago/WikicatIndianPainters","http://dbpedia.org/resource/Gujarat","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Maharashtra","http://dbpedia.org/resource/India","1972-5-18",2015-12-11
"http://dbpedia.org/resource/Suze_Rotolo","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/New_York_City","http://dbpedia.org/resource/United_States","http://dbpedia.org/resource/New_York_City","http://dbpedia.org/resource/United_States",1943-11-20,"2011-2-25"
"http://dbpedia.org/resource/Ruth_Vollmer","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Munich","http://dbpedia.org/resource/Germany","http://dbpedia.org/resource/New_York_City","http://dbpedia.org/resource/United_States","1903-1-12",1982-01-01
"http://dbpedia.org/resource/Françoise_Duparc","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Murcia","http://dbpedia.org/resource/Spain","http://dbpedia.org/resource/Marseille","http://dbpedia.org/resource/France",1726-10-15,"1778-10-2"
"http://dbpedia.org/resource/Emily_Farmer","http://dbpedia.org/class/yago/GenrePainter110123517","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom","1826-7-25","1905-5-8"
"http://dbpedia.org/resource/Minerva_Teichert","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Ogden,_Utah","http://dbpedia.org/resource/United_States","http://dbpedia.org/resource/Provo,_Utah","http://dbpedia.org/resource/United_States",1888-08-28,1976-05-03
"http://dbpedia.org/resource/Ivana_Kobilca","http://dbpedia.org/class/yago/WikicatImpressionistPainters","http://dbpedia.org/resource/Ljubljana","http://dbpedia.org/resource/Slovenia","http://dbpedia.org/resource/Ljubljana","http://dbpedia.org/resource/Slovenia",1861-12-20,1926-12-04
"http://dbpedia.org/resource/Levina_Teerlinc","http://dbpedia.org/class/yago/WikicatFlemishPainters","http://dbpedia.org/resource/Bruges","http://dbpedia.org/resource/Belgium","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom","1510-1-1","1576-6-23"
"http://dbpedia.org/resource/Delara_Darabi","http://dbpedia.org/class/yago/WikicatIranianPainters","http://dbpedia.org/resource/Rasht","http://dbpedia.org/resource/Iran","http://dbpedia.org/resource/Rasht","http://dbpedia.org/resource/Iran","1986-9-29","2009-5-1"
"http://dbpedia.org/resource/Lavinia_Fontana","http://dbpedia.org/class/yago/WikicatItalianPainters","http://dbpedia.org/resource/Bologna","http://dbpedia.org/resource/Italy","http://dbpedia.org/resource/Rome","http://dbpedia.org/resource/Italy","1552-8-24","1614-8-11"
"http://dbpedia.org/resource/Cecilia_Lavelli","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Turin","http://dbpedia.org/resource/Italy","http://dbpedia.org/resource/Turin","http://dbpedia.org/resource/Italy","1906-6-2","1998-7-14"
"http://dbpedia.org/resource/Helen_Dahm","http://dbpedia.org/class/yago/WikicatSwissPainters","http://dbpedia.org/resource/Kreuzlingen","http://dbpedia.org/resource/Switzerland","http://dbpedia.org/resource/Männedorf","http://dbpedia.org/resource/Switzerland",1878-05-21,1968-05-24
"http://dbpedia.org/resource/Gesina_ter_Borch","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Deventer","http://dbpedia.org/resource/Netherlands","http://dbpedia.org/resource/Deventer","http://dbpedia.org/resource/Netherlands",1633-11-15,1690-04-16
"http://dbpedia.org/resource/Carla_Accardi","http://dbpedia.org/class/yago/WikicatItalianWomenPainters","http://dbpedia.org/resource/Sicily","http://dbpedia.org/resource/Italy","http://dbpedia.org/resource/Rome","http://dbpedia.org/resource/Italy",1924-10-09,2014-02-23
"http://dbpedia.org/resource/Geertruydt_Roghman","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Amsterdam","http://dbpedia.org/resource/Netherlands","http://dbpedia.org/resource/Amsterdam","http://dbpedia.org/resource/Netherlands","1625-1-1","1657-1-1"
"http://dbpedia.org/resource/Trude_Sojka","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Berlin","http://dbpedia.org/resource/Germany","http://dbpedia.org/resource/Quito","http://dbpedia.org/resource/Ecuador",1909-12-09,2007-03-18
"http://dbpedia.org/resource/Maria_Katharina_Prestel","http://dbpedia.org/ontology/Painter","http://dbpedia.org/resource/Nuremberg","http://dbpedia.org/resource/Germany","http://dbpedia.org/resource/Greater_London","http://dbpedia.org/resource/United_Kingdom",1747-07-22,1794-03-16
"http://dbpedia.org/resource/Marguerite_Jeanne_Carpentier","http://dbpedia.org/class/yago/WikicatFrenchLandscapePainters","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France","1886-9-8","1965-11-1"
"http://dbpedia.org/resource/Anita_Willets-Burnham","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Brooklyn","http://dbpedia.org/resource/United_States_of_America","http://dbpedia.org/resource/Wilmette,_Illinois","http://dbpedia.org/resource/United_States",1880-08-22,1958-07-07
"http://dbpedia.org/resource/Aurélie_Nemours","http://dbpedia.org/class/yago/WikicatFrenchPainters","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France",1910-10-29,"2005-1-27"
"http://dbpedia.org/resource/Ethel_Léontine_Gabain","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Le_Havre","http://dbpedia.org/resource/France","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom",1883-03-26,1950-01-30
"http://dbpedia.org/resource/Fanny_Holroyd","http://dbpedia.org/ontology/Painter","http://dbpedia.org/resource/Moonee_Ponds,_Victoria","http://dbpedia.org/resource/Australia","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom",1863-11-17,"1924-0-0"
"http://dbpedia.org/resource/Judy_Cassab","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Vienna","http://dbpedia.org/resource/Austria","http://dbpedia.org/resource/Randwick,_New_South_Wales","http://dbpedia.org/resource/Australia",1920-08-15,2015-11-03
"http://dbpedia.org/resource/Marie_Vassilieff","http://dbpedia.org/class/yago/WikicatFrenchPainters","http://dbpedia.org/resource/Smolensk","http://dbpedia.org/resource/Russia","http://dbpedia.org/resource/Nogent-sur-Marne","http://dbpedia.org/resource/France","1884-2-12","1957-5-14"
"http://dbpedia.org/resource/Eda_Nemoede_Casterton","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Brillion,_Wisconsin","http://dbpedia.org/resource/United_States","http://dbpedia.org/resource/Palos_Verdes_Estates,_California","http://dbpedia.org/resource/United_States_of_America",1877-04-14,1969-11-15
"http://dbpedia.org/resource/Maja_Berezowska","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Baranovichi","http://dbpedia.org/resource/Belarus","http://dbpedia.org/resource/Warsaw","http://dbpedia.org/resource/Poland","1898-4-13","1978-5-31"
"http://dbpedia.org/resource/Espérance_Langlois","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Pont-de-l'Arche","http://dbpedia.org/resource/France","http://dbpedia.org/resource/Sèvres","http://dbpedia.org/resource/France",1805-10-19,1864-12-04
"http://dbpedia.org/resource/Isabel_Nicholas","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom","http://dbpedia.org/resource/Essex","http://dbpedia.org/resource/United_Kingdom",1912-07-10,1992-01-27
"http://dbpedia.org/resource/Elspeth_Davie","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Kilmarnock","http://dbpedia.org/resource/United_Kingdom","http://dbpedia.org/resource/Edinburgh","http://dbpedia.org/resource/United_Kingdom","1918-3-20",1995-11-14
"http://dbpedia.org/resource/Abby_Williams_Hill","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Grinnell,_Iowa","http://dbpedia.org/resource/United_States","http://dbpedia.org/resource/Laguna_Beach,_California","http://dbpedia.org/resource/United_States","1861-0-0","1943-0-0"
"http://dbpedia.org/resource/Juana_Romani","http://dbpedia.org/class/yago/WikicatItalianPortraitPainters","http://dbpedia.org/resource/Casalvieri","http://dbpedia.org/resource/Italy","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France","1869-8-31","1924-1-1"
"http://dbpedia.org/resource/Celia_Calderón","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Mexico_City","http://dbpedia.org/resource/Mexico","http://dbpedia.org/resource/Mexico_City","http://dbpedia.org/resource/Mexico","1921-2-10",1969-10-09
"http://dbpedia.org/resource/Marie-Denise_Villers","http://dbpedia.org/class/yago/WikicatFrenchNeoclassicalPainters","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France","1774-1-1","1821-8-19"
"http://dbpedia.org/resource/Elisabeth_Alida_Haanen","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Utrecht","http://dbpedia.org/resource/Netherlands","http://dbpedia.org/resource/Amsterdam","http://dbpedia.org/resource/Netherlands","1809-1-1","1845-1-1"
"http://dbpedia.org/resource/Gloria_Stuart","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/California","http://dbpedia.org/resource/United_States","http://dbpedia.org/resource/California","http://dbpedia.org/resource/United_States",1910-07-04,2010-09-26
"http://dbpedia.org/resource/Jane_Winton","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Philadelphia","http://dbpedia.org/resource/United_States","http://dbpedia.org/resource/New_York_City","http://dbpedia.org/resource/United_States",1905-10-10,1959-09-22
"http://dbpedia.org/resource/Grace_Crowley","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/New_South_Wales","http://dbpedia.org/resource/Australia","http://dbpedia.org/resource/New_South_Wales","http://dbpedia.org/resource/Australia",1890-05-28,1979-04-21
"http://dbpedia.org/resource/Jacqueline_Marval","http://dbpedia.org/class/yago/WikicatFrenchPainters","http://dbpedia.org/resource/Quaix-en-Chartreuse","http://dbpedia.org/resource/France","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France",1866-10-19,"1932-5-28"
"http://dbpedia.org/resource/Ans_Wortel","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Alkmaar","http://dbpedia.org/resource/Netherlands","http://dbpedia.org/resource/Hilvarenbeek","http://dbpedia.org/resource/Netherlands",1929-10-18,1996-12-04
"http://dbpedia.org/resource/Nan_Youngman","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Kent","http://dbpedia.org/resource/United_Kingdom","http://dbpedia.org/resource/Cambridge","http://dbpedia.org/resource/United_Kingdom",1906-06-28,1995-04-17
"http://dbpedia.org/resource/Lou_Albert-Lasard","http://dbpedia.org/class/yago/WikicatFrenchPainters","http://dbpedia.org/resource/Metz","http://dbpedia.org/resource/France","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France",1885-11-10,"1969-7-21"
"http://dbpedia.org/resource/Ann_Charlotte_Bartholomew","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Loddon,_Norfolk","http://dbpedia.org/resource/United_Kingdom","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom","1800-3-20","1862-1-1"
"http://dbpedia.org/resource/Antonietta_Raphael","http://dbpedia.org/class/yago/WikicatJewishPainters","http://dbpedia.org/resource/Kaunas","http://dbpedia.org/resource/Lithuania","http://dbpedia.org/resource/Rome","http://dbpedia.org/resource/Italy","1895-1-1",1975-09-05
"http://dbpedia.org/resource/Elizabeth_Thompson","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Lausanne","http://dbpedia.org/resource/Switzerland","http://dbpedia.org/resource/Ireland","http://dbpedia.org/resource/Republic_of_Ireland",1846-11-03,1933-10-02
"http://dbpedia.org/resource/Maria_Felice_Tibaldi","http://dbpedia.org/class/yago/WikicatItalianWomenPainters","http://dbpedia.org/resource/Rome","http://dbpedia.org/resource/Italy","http://dbpedia.org/resource/Rome","http://dbpedia.org/resource/Italy","1707-1-1","1770-0-0"
"http://dbpedia.org/resource/Hélène_de_Beauvoir","http://dbpedia.org/class/yago/WikicatFrenchPainters","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France","http://dbpedia.org/resource/Goxwiller","http://dbpedia.org/resource/France","1910-6-6","2001-7-1"
"http://dbpedia.org/resource/Joy_Hester","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Victoria_(Australia)","http://dbpedia.org/resource/Australia","http://dbpedia.org/resource/Victoria_(Australia)","http://dbpedia.org/resource/Australia",1920-08-21,1960-12-04
"http://dbpedia.org/resource/Giovanna_Garzoni","http://dbpedia.org/class/yago/WikicatItalianBaroquePainters","http://dbpedia.org/resource/Ascoli_Piceno","http://dbpedia.org/resource/Italy","http://dbpedia.org/resource/Rome","http://dbpedia.org/resource/Italy","1600-1-1","1670-1-1"
"http://dbpedia.org/resource/Jean_Bellette","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Hobart","http://dbpedia.org/resource/Australia","http://dbpedia.org/resource/Palma,_Majorca","http://dbpedia.org/resource/Spain",1908-03-25,1991-03-16
"http://dbpedia.org/resource/Lucienne_Bloch","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Geneva","http://dbpedia.org/resource/Switzerland","http://dbpedia.org/resource/Gualala,_California","http://dbpedia.org/resource/United_States",1909-01-05,1999-03-13
"http://dbpedia.org/resource/Hermione_Hammond","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Hexham","http://dbpedia.org/resource/United_Kingdom","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom",1910-08-11,2005-07-29
"http://dbpedia.org/resource/Valetta_Swann","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Eastbourne","http://dbpedia.org/resource/United_Kingdom","http://dbpedia.org/resource/Mexico_City","http://dbpedia.org/resource/Mexico","1904-0-0","1973-0-0"
"http://dbpedia.org/resource/Frances_Lennon","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Greater_Manchester","http://dbpedia.org/resource/United_Kingdom","http://dbpedia.org/resource/Manchester","http://dbpedia.org/resource/United_Kingdom",1912-09-12,2015-01-24
"http://dbpedia.org/resource/Lucia_Casalini_Torelli","http://dbpedia.org/ontology/Painter","http://dbpedia.org/resource/Bologna","http://dbpedia.org/resource/Italy","http://dbpedia.org/resource/Bologna","http://dbpedia.org/resource/Italy","1677-1-1","1762-5-18"
"http://dbpedia.org/resource/Mirta_Cerra_Herrera","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Bejucal","http://dbpedia.org/resource/Cuba","http://dbpedia.org/resource/Havana","http://dbpedia.org/resource/Cuba",1904-04-23,1986-09-26
"http://dbpedia.org/resource/Elisabeth_Boehm","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Saint_Petersburg","http://dbpedia.org/resource/Russia","http://dbpedia.org/resource/Saint_Petersburg","http://dbpedia.org/resource/Russia","1843-2-24","1914-7-25"
"http://dbpedia.org/resource/Magda_Hagstotz","http://dbpedia.org/ontology/Painter","http://dbpedia.org/resource/Stuttgart","http://dbpedia.org/resource/Germany","http://dbpedia.org/resource/Stuttgart","http://dbpedia.org/resource/Germany","1914-1-25","2001-1-1"
"http://dbpedia.org/resource/Anne-Margaretta_Burr","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Cornwall","http://dbpedia.org/resource/United_Kingdom","http://dbpedia.org/resource/Venice","http://dbpedia.org/resource/Italy","1817-4-30","1892-1-22"
"http://dbpedia.org/resource/Tatiana_Kopnina","http://dbpedia.org/class/yago/WikicatSovietPainters","http://dbpedia.org/resource/Krasnoyarsk","http://dbpedia.org/resource/Russia","http://dbpedia.org/resource/Saint_Petersburg","http://dbpedia.org/resource/Russia",1921-11-11,2009-03-06
"http://dbpedia.org/resource/Helen_Frankenthaler","http://dbpedia.org/class/yago/WikicatJewishPainters","http://dbpedia.org/resource/New_York_City","http://dbpedia.org/resource/United_States","http://dbpedia.org/resource/Darien,_Connecticut","http://dbpedia.org/resource/United_States_of_America",1928-12-12,2011-12-27
"http://dbpedia.org/resource/Doris_Zinkeisen","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Rosneath","http://dbpedia.org/resource/United_Kingdom","http://dbpedia.org/resource/Badingham","http://dbpedia.org/resource/Suffolk",1898-07-31,1991-01-03
"http://dbpedia.org/resource/Constance_Mayer","http://dbpedia.org/class/yago/WikicatFrenchPainters","http://dbpedia.org/resource/Chauny","http://dbpedia.org/resource/France","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France",1775-03-09,1821-05-26
"http://dbpedia.org/resource/Laura_Theresa_Alma-Tadema","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom","http://dbpedia.org/resource/Hindhead","http://dbpedia.org/resource/United_Kingdom","1852-4-16",1909-08-15
"http://dbpedia.org/resource/Katarina_Ivanović","http://dbpedia.org/class/yago/WikicatSerbianPainters","http://dbpedia.org/resource/Veszprém","http://dbpedia.org/resource/Hungary","http://dbpedia.org/resource/Székesfehérvár","http://dbpedia.org/resource/Hungary","1811-1-1","1882-9-22"
"http://dbpedia.org/resource/Grace_Bilger","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Nebraska","http://dbpedia.org/resource/United_States","http://dbpedia.org/resource/Kansas","http://dbpedia.org/resource/United_States",1907-06-25,2000-10-01
"http://dbpedia.org/resource/Martha_Joy_Gottfried","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Glendale,_Arizona","http://dbpedia.org/resource/United_States","http://dbpedia.org/resource/Coyoacán","http://dbpedia.org/resource/Mexico",1925-09-15,2014-01-10
"http://dbpedia.org/resource/Denise_Voïta","http://dbpedia.org/class/yago/WikicatSwissPainters","http://dbpedia.org/resource/Marsens","http://dbpedia.org/resource/Switzerland","http://dbpedia.org/resource/Lausanne","http://dbpedia.org/resource/Switzerland","1928-3-14","2008-4-11"
"http://dbpedia.org/resource/Tamar_Abakelia","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Imereti","http://dbpedia.org/resource/Georgia_(country)","http://dbpedia.org/resource/Tbilisi","http://dbpedia.org/resource/Georgia",1905-08-19,1953-05-14
"http://dbpedia.org/resource/Fay_Morgan_Taylor","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Pittsburgh","http://dbpedia.org/resource/United_States","http://dbpedia.org/resource/Novato,_California","http://dbpedia.org/resource/United_States",1909-06-25,1990-06-25
"http://dbpedia.org/resource/Kate_Greenaway","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom","http://dbpedia.org/resource/Frognal","http://dbpedia.org/resource/United_Kingdom",1846-03-17,1901-11-06
"http://dbpedia.org/resource/Grand_Duchess_Olga_Alexandrovna_of_Russia","http://dbpedia.org/class/yago/WikicatRussianPainters","http://dbpedia.org/resource/Saint_Petersburg","http://dbpedia.org/resource/Russia","http://dbpedia.org/resource/Toronto","http://dbpedia.org/resource/Canada",1882-06-13,1960-11-24
"http://dbpedia.org/resource/Anne_Mee","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom","http://dbpedia.org/resource/Hammersmith","http://dbpedia.org/resource/United_Kingdom","1765-1-1","1851-5-28"
"http://dbpedia.org/resource/Plautilla_Nelli","http://dbpedia.org/class/yago/WikicatItalianRenaissancePainters","http://dbpedia.org/resource/Florence","http://dbpedia.org/resource/Italy","http://dbpedia.org/resource/Florence","http://dbpedia.org/resource/Italy","1524-0-0","1588-1-1"
"http://dbpedia.org/resource/Maria_Geertruida_Snabilie","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Haarlem","http://dbpedia.org/resource/Netherlands","http://dbpedia.org/resource/Haarlem","http://dbpedia.org/resource/Netherlands","1776-1-1","1838-2-7"
"http://dbpedia.org/resource/Eulabee_Dix","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Illinois","http://dbpedia.org/resource/United_States","http://dbpedia.org/resource/Connecticut","http://dbpedia.org/resource/United_States","1878-1-1",1961-06-14
"http://dbpedia.org/resource/Alice_Rahon","http://dbpedia.org/class/yago/WikicatFrenchPainters","http://dbpedia.org/resource/Chenecey-Buillon","http://dbpedia.org/resource/France","http://dbpedia.org/resource/Mexico_City","http://dbpedia.org/resource/Mexico",1904-06-08,"1987-1-1"
"http://dbpedia.org/resource/Zdenka_Braunerová","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Prague","http://dbpedia.org/resource/Czech_Republic","http://dbpedia.org/resource/Prague","http://dbpedia.org/resource/Czech_Republic","1858-4-9","1934-5-23"
"http://dbpedia.org/resource/Judith_Leyster","http://dbpedia.org/class/yago/WikicatGenrePainters","http://dbpedia.org/resource/Haarlem","http://dbpedia.org/resource/Netherlands","http://dbpedia.org/resource/Heemstede","http://dbpedia.org/resource/Netherlands",1609-07-28,1660-02-10
"http://dbpedia.org/resource/Consuelo_de_Saint_Exupéry","http://dbpedia.org/class/yago/WikicatFrenchPainters","http://dbpedia.org/resource/Armenia,_Sonsonate","http://dbpedia.org/resource/El_Salvador","http://dbpedia.org/resource/Grasse","http://dbpedia.org/resource/France",1901-04-10,1979-05-18
"http://dbpedia.org/resource/Alenka_Gerlovič","http://dbpedia.org/class/yago/WikicatSlovenianPainters","http://dbpedia.org/resource/Ljubljana","http://dbpedia.org/resource/Slovenia","http://dbpedia.org/resource/Ljubljana","http://dbpedia.org/resource/Slovenia",1919-09-17,2010-12-09
"http://dbpedia.org/resource/Kseniya_Boguslavskaya","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Saint_Petersburg","http://dbpedia.org/resource/Russia","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France","1892-1-24","1971-5-3"
"http://dbpedia.org/resource/M.A._Yewdale","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Grand_Rapids,_Manitoba","http://dbpedia.org/resource/Canada","http://dbpedia.org/resource/Burnaby","http://dbpedia.org/resource/Canada",1908-03-09,2000-01-06
"http://dbpedia.org/resource/Jane_Frank","http://dbpedia.org/class/yago/WikicatJewishPainters","http://dbpedia.org/resource/Maryland","http://dbpedia.org/resource/United_States","http://dbpedia.org/resource/Maryland","http://dbpedia.org/resource/United_States",1918-07-25,1986-05-31
"http://dbpedia.org/resource/Fanny_zu_Reventlow","http://dbpedia.org/class/yago/WikicatGermanPainters","http://dbpedia.org/resource/Husum","http://dbpedia.org/resource/Germany","http://dbpedia.org/resource/Muralto","http://dbpedia.org/resource/Switzerland","1871-5-18","1918-7-26"
"http://dbpedia.org/resource/Andrée_Bosquet","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Tournai","http://dbpedia.org/resource/Belgium","http://dbpedia.org/resource/La_Louvière","http://dbpedia.org/resource/Belgium","1900-3-13","1980-1-1"
"http://dbpedia.org/resource/Francina_Margaretha_van_Huysum","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Amsterdam","http://dbpedia.org/resource/Netherlands","http://dbpedia.org/resource/Amsterdam","http://dbpedia.org/resource/Netherlands","1707-1-1","1789-1-1"
"http://dbpedia.org/resource/Hermine_David","http://dbpedia.org/class/yago/WikicatFrenchPainters","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France","http://dbpedia.org/resource/Bry-sur-Marne","http://dbpedia.org/resource/France","1886-4-19","1970-12-1"
"http://dbpedia.org/resource/Anna_Claypoole_Peale","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Philadelphia","http://dbpedia.org/resource/United_States","http://dbpedia.org/resource/Philadelphia","http://dbpedia.org/resource/United_States",1791-03-06,1878-12-25
"http://dbpedia.org/resource/Madge_Gill","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom","1882-1-1","1961-1-1"
"http://dbpedia.org/resource/Shirley_Jaffe_(artist)","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Elizabeth,_New_Jersey","http://dbpedia.org/resource/United_States","http://dbpedia.org/resource/Louveciennes","http://dbpedia.org/resource/France",1923-10-02,2016-09-29
"http://dbpedia.org/resource/Valéria_Dénes","http://dbpedia.org/class/yago/WikicatHungarianPainters","http://dbpedia.org/resource/Budapest","http://dbpedia.org/resource/Hungary","http://dbpedia.org/resource/Pécs","http://dbpedia.org/resource/Hungary","1877-0-0","1915-0-0"
"http://dbpedia.org/resource/Mariette_Lydis","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Vienna","http://dbpedia.org/resource/Austria","http://dbpedia.org/resource/Buenos_Aires","http://dbpedia.org/resource/Argentina","1887-8-24","1970-4-26"
